"Dataset","Network","Module","Mod_Def","Percent"
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.243_minSize10_merge_ME_0.85_42548","darkgoldenrod2","Seed",9.09090909090909
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.266_minSize10_merge_ME_0.85_42548","aquamarine2","Seed",9.09090909090909
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.266_minSize10_merge_ME_0.85_42548","lightgoldenrod3","Seed",9.09090909090909
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.266_minSize10_merge_ME_0.85_42548","mediumaquamarine","Seed",9.09090909090909
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.296_minSize10_merge_ME_0.85_42548","aquamarine","Seed",9.09090909090909
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.296_minSize10_merge_ME_0.85_42548","paleturquoise1","Seed",9.09090909090909
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.335_minSize10_merge_ME_0.85_42548","firebrick","Seed",9.09090909090909
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.335_minSize8_merge_ME_0.85_42548","firebrick","Seed",9.09090909090909
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.393_minSize10_merge_ME_0.85_42548","darkgoldenrod4","Seed",9.09090909090909
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.422_minSize10_merge_ME_0.85_42548","orangered","Seed",9.09090909090909
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.466_minSize10_merge_ME_0.85_17418","blue2","Seed",9.09090909090909
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.466_minSize10_merge_ME_0.85_17418","palevioletred2","Seed",9.09090909090909
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.466_minSize8_merge_ME_0.85_17418","honeydew","Seed",9.09090909090909
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.466_minSize8_merge_ME_0.85_17418","salmon2","Seed",9.09090909090909
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.506_minSize10_merge_ME_0.85_17418","lightpink4","Seed",9.09090909090909
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.506_minSize10_merge_ME_0.85_17418","plum2","Seed",9.09090909090909
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.506_minSize8_merge_ME_0.85_17418","darkseagreen4","Seed",9.09090909090909
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.506_minSize8_merge_ME_0.85_17418","salmon4","Seed",9.09090909090909
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.403_minSize10_merge_ME_0.85_20785","sienna4","Seed",9.09090909090909
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.403_minSize8_merge_ME_0.85_20785","pink4","Seed",9.09090909090909
"Jungk 2016 GSE83537 EXT OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.3_minSize10_merge_ME_0.85_43960","deepskyblue4","Seed",9.09090909090909
"Jungk 2016 GSE83537 EXT OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.319_minSize10_merge_ME_0.85_43960","indianred","Seed",9.09090909090909
"Jungk 2016 GSE83537 EXT OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.343_minSize10_merge_ME_0.85_43960","lightskyblue3","Seed",9.09090909090909
"Jungk 2016 GSE83537 EXT OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.343_minSize8_merge_ME_0.85_43960","firebrick","Seed",9.09090909090909
"Jungk 2016 GSE83537 EXT OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.374_minSize10_merge_ME_0.85_43960","green4","Seed",9.09090909090909
"Jungk 2016 GSE83537 EXT OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.374_minSize8_merge_ME_0.85_43960","coral4","Seed",9.09090909090909
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.266_minSize10_merge_ME_0.85_42548","lightsalmon4","Seed",9.09090909090909
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.293_minSize10_merge_ME_0.85_42548","hotpink3","Seed",9.09090909090909
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.324_minSize10_merge_ME_0.85_42548","lightgoldenrod2","Seed",9.09090909090909
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.324_minSize10_merge_ME_0.85_42548","olivedrab3","Seed",9.09090909090909
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.346_minSize10_merge_ME_0.85_42548","darkgoldenrod1","Seed",9.09090909090909
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.346_minSize10_merge_ME_0.85_42548","goldenrod4","Seed",9.09090909090909
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.374_minSize10_merge_ME_0.85_42548","tan2","Seed",9.09090909090909
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.374_minSize10_merge_ME_0.85_42548","wheat3","Seed",9.09090909090909
"Kwon 2015 GSE62153 EXT QN OR BC A.1.1.1","Bicor-None_signum0.307_minSize10_merge_ME_0.85_43960","mediumaquamarine","Seed",9.09090909090909
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.36_minSize10_merge_ME_0.85_54613","turquoise4","Seed",9.09090909090909
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.572_minSize10_merge_ME_0.85_54613","darkolivegreen","Seed",9.09090909090909
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.572_minSize8_merge_ME_0.85_54613","sienna3","Seed",9.09090909090909
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.446_minSize10_merge_ME_0.85_42548","magenta1","Seed",9.09090909090909
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.446_minSize10_merge_ME_0.85_42548","slateblue2","Seed",9.09090909090909
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.483_minSize10_merge_ME_0.85_42548","firebrick3","Seed",9.09090909090909
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.483_minSize10_merge_ME_0.85_42548","thistle4","Seed",9.09090909090909
"Murat 2008 GSE7696 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.262_minSize10_merge_ME_0.85_42548","dodgerblue1","Seed",9.09090909090909
"Murat 2008 GSE7696 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.283_minSize10_merge_ME_0.85_42548","khaki4","Seed",9.09090909090909
"Murat 2008 GSE7696 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.312_minSize10_merge_ME_0.85_42548","cornflowerblue","Seed",9.09090909090909
"Murat 2008 GSE7696 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.312_minSize8_merge_ME_0.85_42548","slateblue1","Seed",9.09090909090909
"Murat 2008 GSE7696 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.361_minSize10_merge_ME_0.85_42548","yellow3","Seed",9.09090909090909
"Murat 2008 GSE7696 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.361_minSize8_merge_ME_0.85_42548","pink4","Seed",9.09090909090909
"Petalidis 2008 GSE1993 EXT OR QN A.1.1.1","Bicor-None_signum0.343_minSize10_merge_ME_0.85_22215","deeppink1","Seed",9.09090909090909
"Petalidis 2008 GSE1993 EXT OR QN A.1.1.1","Bicor-None_signum0.343_minSize8_merge_ME_0.85_22215","royalblue3","Seed",9.09090909090909
"Phillips 2006 GSE4271 U133A RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.348_minSize10_merge_ME_0.85_18621","antiquewhite4","Seed",9.09090909090909
"Phillips 2006 GSE4271 U133A RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.348_minSize8_merge_ME_0.85_18621","mediumorchid","Seed",9.09090909090909
"Phillips 2006 GSE4271 U133A RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.402_minSize10_merge_ME_0.85_18621","sienna3","Seed",9.09090909090909
"Phillips 2006 GSE4271 U133A RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.402_minSize8_merge_ME_0.85_18621","yellowgreen","Seed",9.09090909090909
"Reifenberger 2014 GSE53733 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.318_minSize10_merge_ME_0.85_42548","darkcyan","Seed",9.09090909090909
"Reifenberger 2014 GSE53733 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.318_minSize10_merge_ME_0.85_42548","peachpuff2","Seed",9.09090909090909
"Reifenberger 2014 GSE53733 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.344_minSize10_merge_ME_0.85_42548","hotpink3","Seed",9.09090909090909
"Reifenberger 2014 GSE53733 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.38_minSize10_merge_ME_0.85_42548","green2","Seed",9.09090909090909
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.301_minSize10_merge_ME_0.85_42548","hotpink4","Seed",9.09090909090909
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.406_minSize10_merge_ME_0.85_42548","coral3","Seed",9.09090909090909
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.406_minSize8_merge_ME_0.85_42548","antiquewhite2","Seed",9.09090909090909
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.337_minSize10_merge_ME_0.85_43946","darkorchid4","Seed",9.09090909090909
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.406_minSize10_merge_ME_0.85_43946","blue1","Seed",9.09090909090909
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.406_minSize8_merge_ME_0.85_43946","firebrick","Seed",9.09090909090909
"TCGA GBM Agilent 01 (Gene Level) EXT OR BC D.2.1.1","Bicor-None_signum0.88_minSize10_merge_ME_0.85_17814","yellow","Seed",9.09090909090909
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.296_minSize10_merge_ME_0.85_27357","darkorchid3","Seed",9.09090909090909
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.296_minSize10_merge_ME_0.85_27357","rosybrown2","Seed",9.09090909090909
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.319_minSize10_merge_ME_0.85_27357","orange2","Seed",9.09090909090909
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.319_minSize10_merge_ME_0.85_27357","steelblue4","Seed",9.09090909090909
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.347_minSize10_merge_ME_0.85_27357","lavender","Seed",9.09090909090909
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.347_minSize10_merge_ME_0.85_27357","wheat3","Seed",9.09090909090909
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.347_minSize8_merge_ME_0.85_27357","darkseagreen","Seed",9.09090909090909
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.347_minSize8_merge_ME_0.85_27357","pink1","Seed",9.09090909090909
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.385_minSize10_merge_ME_0.85_27357","chocolate3","Seed",9.09090909090909
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.385_minSize10_merge_ME_0.85_27357","moccasin","Seed",9.09090909090909
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.385_minSize8_merge_ME_0.85_27357","lavenderblush","Seed",9.09090909090909
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.385_minSize8_merge_ME_0.85_27357","tan3","Seed",9.09090909090909
"Turkheimer 2006 GSE2817 RDP Tumor OR QN BC A.1.1.1.1","Bicor-None_signum0.459_minSize10_merge_ME_0.85_42548","navajowhite3","Seed",9.09090909090909
"Turkheimer 2006 GSE2817 RDP Tumor OR QN BC A.1.1.1.1","Bicor-None_signum0.498_minSize10_merge_ME_0.85_42548","lavenderblush1","Seed",9.09090909090909
"Turkheimer 2006 GSE2817 RDP Tumor OR QN BC A.1.1.1.1","Bicor-None_signum0.498_minSize10_merge_ME_0.85_42548","mediumpurple4","Seed",9.09090909090909
"Turkheimer 2006 GSE2817 RDP Tumor OR QN BC A.1.1.1.1","Bicor-None_signum0.561_minSize10_merge_ME_0.85_42548","antiquewhite4","Seed",9.09090909090909
"Turkheimer 2006 GSE2817 RDP Tumor OR QN BC A.1.1.1.1","Bicor-None_signum0.561_minSize10_merge_ME_0.85_42548","salmon4","Seed",9.09090909090909
"Turkheimer 2006 GSE2817 RDP Tumor OR QN BC A.1.1.1.1","Bicor-None_signum0.561_minSize8_merge_ME_0.85_42548","plum","Seed",9.09090909090909
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.37_minSize10_merge_ME_0.85_42548","royalblue1","Seed",9.09090909090909
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.311_minSize10_merge_ME_0.85_42548","darkorchid3","Seed",9.09090909090909
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.332_minSize10_merge_ME_0.85_42548","peru","Seed",9.09090909090909
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.359_minSize10_merge_ME_0.85_42548","darkseagreen","Seed",9.09090909090909
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.394_minSize10_merge_ME_0.85_42548","pink3","Seed",9.09090909090909
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.311_minSize10_merge_ME_0.85_42548","lightsalmon3","Seed",9.09090909090909
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.349_minSize10_merge_ME_0.85_42548","khaki3","Seed",9.09090909090909
"Yu 2016 GSE74187 EXT OR BC A.1.1.1","Bicor-None_signum0.46_minSize10_merge_ME_0.85_19000","indianred4","Seed",9.09090909090909
"Yu 2016 GSE74187 EXT OR BC A.1.1.1","Bicor-None_signum0.46_minSize8_merge_ME_0.85_19000","darkviolet","Seed",9.09090909090909
"Berchtold 2008 GSE11882 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.285_minSize10_merge_ME_0.85_42548","chocolate1","Seed",9.09090909090909
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.243_minSize10_merge_ME_0.85_42548","maroon","Seed",8.69565217391304
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.243_minSize12_merge_ME_0.85_42548","maroon","Seed",8.69565217391304
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.243_minSize15_merge_ME_0.85_42548","salmon4","Seed",8.69565217391304
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.243_minSize20_merge_ME_0.85_42548","darkslateblue","Seed",8.69565217391304
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.481_minSize10_merge_ME_0.85_23987","lightpink4","Seed",8.33333333333333
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.481_minSize12_merge_ME_0.85_23987","lightpink4","Seed",8.33333333333333
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.481_minSize8_merge_ME_0.85_23987","mediumorchid","Seed",8.33333333333333
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.304_minSize10_merge_ME_0.85_26167","orange2","Seed",8.33333333333333
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.304_minSize12_merge_ME_0.85_26167","seashell4","Seed",8.33333333333333
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.325_minSize10_merge_ME_0.85_26167","blanchedalmond","Seed",8.33333333333333
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.325_minSize12_merge_ME_0.85_26167","dodgerblue4","Seed",8.33333333333333
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.351_minSize10_merge_ME_0.85_26167","slateblue1","Seed",8.33333333333333
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.351_minSize12_merge_ME_0.85_26167","whitesmoke","Seed",8.33333333333333
"Donson 2012 GSE33331 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.396_minSize12_merge_ME_0.85_42548","orange1","Seed",8.33333333333333
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.284_minSize10_merge_ME_0.85_42548","burlywood","Seed",8.33333333333333
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.284_minSize10_merge_ME_0.85_42548","deeppink2","Seed",8.33333333333333
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.284_minSize12_merge_ME_0.85_42548","tan2","Seed",8.33333333333333
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.284_minSize12_merge_ME_0.85_42548","tomato4","Seed",8.33333333333333
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.302_minSize10_merge_ME_0.85_42548","paleturquoise4","Seed",8.33333333333333
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.302_minSize12_merge_ME_0.85_42548","deeppink2","Seed",8.33333333333333
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.325_minSize10_merge_ME_0.85_42548","deeppink1","Seed",8.33333333333333
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.325_minSize12_merge_ME_0.85_42548","firebrick2","Seed",8.33333333333333
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.356_minSize10_merge_ME_0.85_42548","pink4","Seed",8.33333333333333
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.356_minSize12_merge_ME_0.85_42548","mediumpurple1","Seed",8.33333333333333
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.356_minSize8_merge_ME_0.85_42548","orangered1","Seed",8.33333333333333
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.405_minSize10_merge_ME_0.85_42548","lightpink4","Seed",8.33333333333333
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.405_minSize12_merge_ME_0.85_42548","coral1","Seed",8.33333333333333
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.405_minSize8_merge_ME_0.85_42548","coral1","Seed",8.33333333333333
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.348_minSize10_merge_ME_0.85_42548","dodgerblue4","Seed",8.33333333333333
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.348_minSize12_merge_ME_0.85_42548","indianred","Seed",8.33333333333333
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.371_minSize10_merge_ME_0.85_42548","blue1","Seed",8.33333333333333
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.371_minSize12_merge_ME_0.85_42548","indianred1","Seed",8.33333333333333
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.399_minSize10_merge_ME_0.85_42548","mistyrose","Seed",8.33333333333333
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.399_minSize12_merge_ME_0.85_42548","sienna2","Seed",8.33333333333333
"Gabrusiewicz 2016 GSE77530 EXT OR QN A.1.1.1","Bicor-None_signum0.453_minSize10_merge_ME_0.85_15607","darkviolet","Seed",8.33333333333333
"Gabrusiewicz 2016 GSE77530 EXT OR QN A.1.1.1","Bicor-None_signum0.453_minSize10_merge_ME_0.85_15607","plum","Seed",8.33333333333333
"Gabrusiewicz 2016 GSE77530 EXT OR QN A.1.1.1","Bicor-None_signum0.453_minSize12_merge_ME_0.85_15607","plum","Seed",8.33333333333333
"Gabrusiewicz 2016 GSE77530 EXT OR QN A.1.1.1","Bicor-None_signum0.453_minSize12_merge_ME_0.85_15607","plum3","Seed",8.33333333333333
"Gabrusiewicz 2016 GSE77530 EXT OR QN A.1.1.1","Bicor-None_signum0.453_minSize8_merge_ME_0.85_15607","darkolivegreen4","Seed",8.33333333333333
"Gabrusiewicz 2016 GSE77530 EXT OR QN A.1.1.1","Bicor-None_signum0.453_minSize8_merge_ME_0.85_15607","salmon2","Seed",8.33333333333333
"Gabrusiewicz 2016 GSE77530 EXT OR QN A.1.1.1","Bicor-None_signum0.479_minSize10_merge_ME_0.85_15607","coral1","Seed",8.33333333333333
"Gabrusiewicz 2016 GSE77530 EXT OR QN A.1.1.1","Bicor-None_signum0.479_minSize12_merge_ME_0.85_15607","lightpink4","Seed",8.33333333333333
"Gabrusiewicz 2016 GSE77530 EXT OR QN A.1.1.1","Bicor-None_signum0.479_minSize8_merge_ME_0.85_15607","orangered3","Seed",8.33333333333333
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.243_minSize10_merge_ME_0.85_42548","lightyellow3","Seed",8.33333333333333
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.243_minSize12_merge_ME_0.85_42548","lightyellow3","Seed",8.33333333333333
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.266_minSize10_merge_ME_0.85_42548","cyan1","Seed",8.33333333333333
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.266_minSize12_merge_ME_0.85_42548","slateblue4","Seed",8.33333333333333
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.519_minSize12_merge_ME_0.85_42548","plum2","Seed",8.33333333333333
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.519_minSize8_merge_ME_0.85_42548","darkseagreen4","Seed",8.33333333333333
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.568_minSize10_merge_ME_0.85_20785","lightcyan","Seed",8.33333333333333
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.568_minSize12_merge_ME_0.85_20785","midnightblue","Seed",8.33333333333333
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.568_minSize8_merge_ME_0.85_20785","darkgrey","Seed",8.33333333333333
"Kwon 2015 GSE62153 EXT QN OR BC A.1.1.1","Bicor-None_signum0.307_minSize10_merge_ME_0.85_43960","rosybrown3","Seed",8.33333333333333
"Kwon 2015 GSE62153 EXT QN OR BC A.1.1.1","Bicor-None_signum0.307_minSize12_merge_ME_0.85_43960","khaki3","Seed",8.33333333333333
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.284_minSize12_merge_ME_0.85_54613","azure3","Seed",8.33333333333333
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.284_minSize12_merge_ME_0.85_54613","springgreen","Seed",8.33333333333333
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.303_minSize12_merge_ME_0.85_54613","red3","Seed",8.33333333333333
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.327_minSize12_merge_ME_0.85_54613","dodgerblue1","Seed",8.33333333333333
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.393_minSize12_merge_ME_0.85_42548","lightgoldenrod3","Seed",8.33333333333333
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.446_minSize12_merge_ME_0.85_42548","lightpink1","Seed",8.33333333333333
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.483_minSize12_merge_ME_0.85_42548","coral3","Seed",8.33333333333333
"Murat 2008 GSE7696 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.245_minSize10_merge_ME_0.85_42548","mediumorchid2","Seed",8.33333333333333
"Murat 2008 GSE7696 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.245_minSize12_merge_ME_0.85_42548","mediumorchid2","Seed",8.33333333333333
"Murat 2008 GSE7696 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.262_minSize10_merge_ME_0.85_42548","lightskyblue2","Seed",8.33333333333333
"Murat 2008 GSE7696 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.262_minSize10_merge_ME_0.85_42548","rosybrown3","Seed",8.33333333333333
"Murat 2008 GSE7696 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.262_minSize12_merge_ME_0.85_42548","orange3","Seed",8.33333333333333
"Murat 2008 GSE7696 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.262_minSize12_merge_ME_0.85_42548","steelblue4","Seed",8.33333333333333
