"Dataset","Network","Mod_Def","SetID","Module","Min_Pval","SetName"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7713","lightsteelblue1","0.00557461907835465","LUO_2019_INH_CGE_VIP_SORCS1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7714","blue","0.000873514236095026","LUO_2019_INH_CGE_VIP_SRGAP1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7715","turquoise","0.000487504161626349","LUO_2019_INH_MGE_B3GAT2_AOAH_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7716","ivory","0.00157763423798444","LUO_2019_INH_MGE_B3GAT2_CHST11_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7717","navajowhite1","0.00109798156441376","LUO_2019_INH_MGE_B3GAT2_IGSF21_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7718","darkseagreen3","0.00793775885502716","LUO_2019_INH_MGE_B3GAT2_PCDH7_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7719","turquoise","0.00208136107971003","LUO_2019_INH_MGE_B3GAT2_PDE4B_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7720","coral4","0.000186792757594776","LUO_2019_INH_MGE_B3GAT2_STK32A_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7721","coral4","0.00014307137649528","LUO_2019_INH_MGE_CALB1_HS3ST5_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7722","coral4","0.000112737119137655","LUO_2019_INH_MGE_CALB1_ME3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7723","antiquewhite2","0.000144168191334415","LUO_2019_INH_MGE_CALB1_PCDH9_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7724","coral4","0.00019491889548064","LUO_2019_INH_MGE_PVALB_DISC1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7725","coral4","0.000842327443292995","LUO_2019_INH_MGE_PVALB_EPHB1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7726","brown","0.00154755984296639","LUO_2019_INH_MGE_PVALB_KIRREL_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7727","antiquewhite1","0.00525067143780899","LUO_2019_INH_MGE_PVALB_SULF1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7728","navajowhite","0.00169354314691589","LUO_2019_INH_MGE_PVALB_UTRN_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7729","coral4","0.000775680830651481","LUO_2019_INH_MGE_UNC5B_CHRM3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7730","bisque4","0.00301226094575263","LUO_2019_INH_MGE_UNC5B_DCLK1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7753","coral","0.000122728376101555","JAKEL_2019_NEURON3"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7754","skyblue1","0.000128665161505866","JAKEL_2019_NEURON4"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7755","sienna3","0.000256347156403755","JAKEL_2019_NEURON5"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET8689","darkolivegreen2","0.000267195711170967","MONJE_UP_IN_GBM_FROM_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET8690","antiquewhite1","0.00359269620219688","MONJE_DOWN_IN_GBM_FROM_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET6733","brown","0.0046024919261534","ZENG_HUMAN_INTERNEURON_MARKERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET6831","blue","0.000202596332011616","Raju_18GW_INTERNEURONS_SEED"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET6832","blue","0.0001759239803775","Raju_18GW_INTERNEURONS_BC"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7028","thistle1","0.00055098046598012","kelley_neuron"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7054","thistle1","0.00209288020151605","kelley_neuron.2"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7118","brown","0.000645064062923188","AGARWAL_SN_2020_GABA_NEURONS_DE_NEU_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7522","midnightblue","0.00672170503496746","YANG_PFC_2021_L2_3_EXCITATORY_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7526","thistle1","0.000729663951320732","YANG_PFC_2021_L4_EXCITATORY_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7527","green","0.000639899848102582","YANG_PFC_2021_VIP_INTERNEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7528","green","0.000902307476506829","YANG_PFC_2021_PV_INTERNEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7529","thistle1","0.000703643810717074","YANG_PFC_2021_SST_INTERNEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7530","midnightblue","0.00134543832242615","YANG_PFC_2021_L5_6_CC_EXCITATORY_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7531","skyblue","0.000468817557431508","YANG_PFC_2021_L5_6_EXCITATORY_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7532","thistle1","0.000116382979269121","YANG_PFC_2021_SV2C_INTERNEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7551","thistle1","0.000261613780339813","YANG_2021_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7597","blue","0.000157607152673384","GRUBMAN_2019_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7604","darkgreen","0.000209000034628","ABSINTA_2021_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7679","royalblue","0.0084541626090085","LUO_2019_EXC_L1_3_CUX2_NYAP2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7680","blue","0.00112085128311098","LUO_2019_EXC_L1_3_CUX2_SLC35F3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7681","brown","0.000164621723255395","LUO_2019_EXC_L2_4_RORB_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7682","blue","0.000621311295813035","LUO_2019_EXC_L4_5_FOXP2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7683","magenta","0.000193776214662763","LUO_2019_EXC_L4_5_TOX_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7684","blue","0.000210831630905048","LUO_2019_EXC_L4_6_LRRK1_ADAMTSL1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7685","palevioletred2","0.00553421197168509","LUO_2019_EXC_L4_6_LRRK1_MLLT3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7686","pink","0.000172426320470772","LUO_2019_EXC_L4_6_LRRK1_RXRG_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7687","blue","0.000131292397995321","LUO_2019_EXC_L4_PLCH1_ARHGAP15_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7688","magenta","0.00727057928980336","LUO_2019_EXC_L4_PLCH1_CUX2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7689","blue","0.00014890799861124","LUO_2019_EXC_L5_6_PDZRN4_CUX1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7690","yellow4","0.000114307243201295","LUO_2019_EXC_L5_6_PDZRN4_RGS6_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7691","blue","0.00398575834001808","LUO_2019_EXC_L5_6_PDZRN4_WWC2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7692","navajowhite1","0.0123535728308446","LUO_2019_EXC_L6_TLE4_CPNE4_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7693","sienna3","0.000224743379732133","LUO_2019_EXC_L6_TLE4_LMO1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7694","darkgreen","0.000859640534461917","LUO_2019_EXC_L6_TLE4_SCUBE1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7695","yellow4","0.00737594780444648","LUO_2019_EXC_L6_TLE4_ZNF385B_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7696","magenta","0.00920187622271581","LUO_2019_EXC_L6_TSHZ2_CALN1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7697","magenta","0.00110742581035024","LUO_2019_EXC_L6_TSHZ2_TCF12_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7698","brown","0.000202684158642694","LUO_2019_INH_CGE_MGE_CHST9_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7699","green","0.00106572669747204","LUO_2019_INH_CGE_LAMP5_CLSTN2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7700","pink","0.0099753233358369","LUO_2019_INH_CGE_LAMP5_FGFR2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7701","coral1","0.000277518385323641","LUO_2019_INH_CGE_LAMP5_PLD5_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7702","sienna3","0.000948522284516401","LUO_2019_INH_CGE_NDNF_CPNE2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7703","magenta","0.000323373327689117","LUO_2019_INH_CGE_NDNF_IGSF3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7704","orange","0.00523689517848252","LUO_2019_INH_CGE_NDNF_LDB2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7705","sienna3","0.000163759473161923","LUO_2019_INH_CGE_NDNF_NXPH1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7706","magenta","0.00214958279393732","LUO_2019_INH_CGE_NDNF_SCN5A_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7707","thistle1","0.0105309909748948","LUO_2019_INH_CGE_VIP_AFAP1L2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7708","sienna3","0.00144063959159316","LUO_2019_INH_CGE_VIP_ASTN2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7709","green","0.000320636999609847","LUO_2019_INH_CGE_VIP_DPP6_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7710","salmon2","0.0145847602251949","LUO_2019_INH_CGE_VIP_LINGO2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7711","saddlebrown","0.0119228876408543","LUO_2019_INH_CGE_VIP_MBP_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7712","sienna3","0.00139774549951533","LUO_2019_INH_CGE_VIP_NELL1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7713","sienna3","0.00152976880603752","LUO_2019_INH_CGE_VIP_SORCS1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7714","turquoise","0.00171804577858077","LUO_2019_INH_CGE_VIP_SRGAP1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7715","blue","0.000154849488265545","LUO_2019_INH_MGE_B3GAT2_AOAH_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7716","skyblue3","0.000216392836165631","LUO_2019_INH_MGE_B3GAT2_CHST11_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7717","grey60","0.000233668171996699","LUO_2019_INH_MGE_B3GAT2_IGSF21_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7718","steelblue","0.00506039537658896","LUO_2019_INH_MGE_B3GAT2_PCDH7_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7719","green","0.00011825352707923","LUO_2019_INH_MGE_B3GAT2_PDE4B_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7720","brown","0.00201439830966464","LUO_2019_INH_MGE_B3GAT2_STK32A_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7721","steelblue","0.00473876059386786","LUO_2019_INH_MGE_CALB1_HS3ST5_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7722","green","0.00302296447490963","LUO_2019_INH_MGE_CALB1_ME3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7723","steelblue","0.000723665784338493","LUO_2019_INH_MGE_CALB1_PCDH9_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7724","green","0.0060592783377656","LUO_2019_INH_MGE_PVALB_DISC1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7725","thistle1","0.00978418287886628","LUO_2019_INH_MGE_PVALB_EPHB1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7726","blue","0.000237865111559189","LUO_2019_INH_MGE_PVALB_KIRREL_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7727","brown","0.000446185894305631","LUO_2019_INH_MGE_PVALB_SULF1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7728","orange","0.00185710644470518","LUO_2019_INH_MGE_PVALB_UTRN_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7729","coral1","0.000534482189645427","LUO_2019_INH_MGE_UNC5B_CHRM3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7730","darkgreen","0.000816741740309171","LUO_2019_INH_MGE_UNC5B_DCLK1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7753","darkgreen","0.000128425965741255","JAKEL_2019_NEURON3"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7754","lightpink3","0.00010053100198196","JAKEL_2019_NEURON4"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7755","green","0.0788729158643683","JAKEL_2019_NEURON5"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET8689","coral1","0.00901782449193709","MONJE_UP_IN_GBM_FROM_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET8690","purple","0.00836039711435272","MONJE_DOWN_IN_GBM_FROM_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize20_merge_ME_0.85_24326","TOPMODPOSBC","MOSET6733","paleturquoise","0.0286548334028327","ZENG_HUMAN_INTERNEURON_MARKERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize20_merge_ME_0.85_24326","TOPMODPOSBC","MOSET6831","brown","0.000806537806147768","Raju_18GW_INTERNEURONS_SEED"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize20_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET6832","brown","0.000777830286979697","Raju_18GW_INTERNEURONS_BC"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize20_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7028","royalblue","0.00626766737815411","kelley_neuron"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize20_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7054","violet","0.0240310078934635","kelley_neuron.2"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize20_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7118","blue","0.00740409279378488","AGARWAL_SN_2020_GABA_NEURONS_DE_NEU_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize20_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7522","royalblue","0.0589388486450779","YANG_PFC_2021_L2_3_EXCITATORY_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize20_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7526","orangered4","0.0170614639422651","YANG_PFC_2021_L4_EXCITATORY_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.332_minSize20_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7527","red","0.00341677238390906","YANG_PFC_2021_VIP_INTERNEURON"
